TT,Titulo,directores,resumen,claves,objetivos,director1,director2,sinodal1,sinodal2,sinodal3
2018-B055,"Prototipo interactivo de apoyo a la estimulación de habilidades conceptuales para niños con déficit de aprendizaje, en primaria nivel A","coronilla contreras ukranio, aguilar sánchez fernando","En este trabajo terminal se presenta una alternativa para apoyar la estimulación en las habilidades conceptuales del déficit de aprendizaje en los niños de primaria que cursan  el nivel A, mediante el uso de un prototipo interactivo que incluye un tablero didáctico en conexión  con un programa de cómputo  Con este prototipo se podrán estimular algunas deficiencias en los niños, lo  cual brindará al docente una herramienta para estimular las habilidades conceptuales en los niños con déficit  de aprendizaje","Aplicaciones Móviles, Bluetooth,  Instrumentación, Sistemas Digitales.","Objetivo General Desarrollar un prototipo interactivo de apoyo a la estimulación de habilidades conceptuales para niños con déficit de aprendizaje, en primaria nivel . Objetivos Particulares Entregar el diagrama del rcuito eléctrico del prototipo.  Entrega del prototipo funcional. Entrega del software para poder ver los datos obtenidos. Entregar manual técnico y de usuario. Apoyar la identificación de las necesidades especiales en la educación en los niños de primaria en el",coronilla contreras ukranio,aguilar sánchez fernando,linares vallejo erick eugenio,cancino mosqueda odette berenice,sanchez moreno adriana de la paz
2018-B056,Aplicación móvil para la decoración de interiores utilizando realidad aumentada,"aragón garcía maribel, araujo díaz david","La decoración de interiores ha sido un tema relevante desde el siglo XX, ya que las personas comenzaron a tener la necesidad de vivir en un lugar cómodo y agradable a la vista, sin embargo, realizar el proceso de decoración es cansado y costoso, por esta razón, contribuimos a la generación de una experiencia en tiempo real para creación de escenarios decorativos a través de una aplicación móvil de realidad aumentada que permita modificar la decoración de interiores de las habitaciones de una casa o departamento, esto incluye cambiar el color de las paredes, los muebles y su disposición, el estilo de piso y elementos decorativos, así como la influencia de iluminación","realidad aumentada, dispositivos móviles, decoración de interiores.","Desarrollar una aplicación móvil con realidad aumentada que, permita a través de la cámara del dispositivo realizar la decoración interior de la sala, comedor, cocina, baño y recámaras de una casa o departamento, con el propósito de facilitar este ejercicio en caso de no contar con algún elemento físico o con el espacio suficiente y así, generar una experiencia en tiempo real para la creación de escenarios decorativos Objetivos específicos Modificar el color de las paredes, los muebles y su disposición, el piso y elementos decorativos (alfombras, cuadros de pintura y lámparas), así como la influencia de la iluminación en estos lugares (luz natural, cálida y blanca) Mostrar sugerencias de decoración basadas en estilos y tendencias de moda. Visualizar un presupuesto final de la remodelación realizada sustentada en los proveedores que ofertan sus productos en la Megalópolis de México.",aragón garcia maribel,araujo díaz david,hernández rubio erika,flores mendoza yaxkin,hernández garcía rosa alba
2018-B059,Prototipo de sistema de simulación para el entrenamiento del control de submarino rov,"dorantes gonzalez marco antonio, cordero lopez martha rosa","Se desarrollará un prototipo de simulación virtual en donde se tendrá un modelo 3D de un submarino ROV (por sus siglas en inglés, Vehículo Operado a Distancia) de exploración de aguas profundas, su maquinaria y sus controles para que el usuario pueda interactuar con éstos, conozca su funcionamiento y las posibles fallas que puedan ocurrir por el uso incorrecto del vehículo","Realidad extendida, Simulador, Modelado 3D.",Desarrollar un prototipo de un simulador en realidad extendida extendida de una submarino de supervisión para la perforación en aguas profundas en el cual el usuario pueda interactuar por medio de controles con un entorno que simule las condiciones de aguas profundas para que el usuario adquiera experiencia del funcionamiento del submarino. Objetivos específicos Diseñar el modelo 3D del submarino. Desarrollar un módulo control el cual simula distintos escenarios para manejar el robot y realizar distintas tareas. Desarrollar un módulo de mapeo en el cual el robot por medio de un escaneo al suelo marino lo reproduzca en un mapa,dorantes gonzález marco antonio,cordero lópez martha rosa,garcía sales juan vicente,galicia mejia rubén,montiel sánchez ángel salvador
2018-B061,Simulador para fomentar la cultura vial (CUVICAR),no archivos,NO ARCHIVOS,NO ARCHIVOS,NO ARCHIVOS,no archivos,no archivos,cruz lázaro apolinar francisco,reséndiz muñoz roció,cruz torres benjamín
2018-B063,Interface decerradura con acceso remoto,"romero herrera rodolfo, jesús yalja montiel pérez","El  Trabajo  Terminal  presentado                                                                                                                                                                                                                                                                 propone una interface software  hardware y un                                                                                                                                                                                                                                                                 mecanismo  electromecánico para una  cerradura                                                                                                                                                                                                                                                                 convencional brindando acceso remoto de forma                                                                                                                                                                                                                                                                 segura mediante una llave electrónica Ofreciendo                                                                                                                                                                                                                                                                 así,  una  mejora                                                                                                                                                                                                                                                                 cerraduras                                                                                                                                                                                                                                                                 convencionales  siguiendo  El  paradigma  de  la                                                                                                                                                                                                                                                                 domótica  y  El  internet  de  las  cosas  El  sistema                                                                                                                                                                                                                                                                 utilizará  El  modelo  cliente  servidor  y  se                                                                                                                                                                                                                                                                 comunicará  mediante  tecnología  WiFi  con  El                                                                                                                                                                                                                                                                 mecanismo  electromecánico  que  accionará  la                                                                                                                                                                                                                                                                 apertura  cierre de la cerradura","Acceso remoto, Aplicación móvil, Bluetooth, Cerradura convencional, Domótica, Internet de las cosas, Seguridad, Tecnología WiFi.",Objetivos Objetivo General Desarrollar un sistema que permita el uso remoto de una cerradura mecanica tradicional utilizando ´ 2 un dispositivo movil. ´ Objetivos espec´ıficos Desarrollar un mecanismo electromecanico para la apertura cierre de la puerta. ´ Desarrollar una interface de comunicacion inal ´ ambrica para accionar el mecanismo de apertura- ´ cierre de la cerradura. Implementar un metodo de autenticaci ´ on para la validaci ´ on del manejo del sistema.,romero herrera rodolfo,montiel pérez jesús yalja,de anda ismael cervantes,pastrana fernandez carlos jesus,coronilla contreras ukranio
2018-B064,"Sistemas de información web para la validación de documentos por medio del reconocimiento de imágenes, en el proceso de becas de la ESCOM",josé antonio ortiz.,"Sistema de Información web que permitirá la validación de los documentos requeridos en la convocatoria de algún tipo de beca al que el alumno aspire, así como agilizar los tiempos de atención por parte del Departamento de Extensión y Apoyos Educativos de la Escuela Superior de Cómputo (ESCOM) del Instituto Politécnico Nacional","Validación de documentos, Proceso de Becas, Análisis de Imágenes, Procesos Administrativos.","Implementar un sistema de información web que con ayuda del análisis de imágenes permita agilizar el proceso de validación de documentos descritos en la convocatoria seleccionada por el aspirante becario. OBJETIVOS ESPECIFICOS   Realizar el registro del aspirante becario en la aplicación y hacer la selección de tipo de beca al que se aspira. Elaborar módulo para el análisis y validación de los documentos solicitados, mediante el uso de análisis de imágenes. Programar el día y fecha en que será atendido para la recepción de documentos verificados por el sistema de información web.  Notificar al alumno los resultados de la solicitud emitida mediante un módulo de seguimiento.  Realizar el análisis y procesamiento de imágenes de los documentos oficiales (descargados por la plataforma SIbec) que solicite la firma del aspirante becario.",ortiz ramírez josé antonio,,carreto arellano chadwick,medina mejía virginia,arzate gordillo jacqueline
2018-B065,Sistema para obtener y representar patrones en señales continuas 2D,ramírez romero tonáhtiu arturo,"este trabajo se enfoca al Desarrollo de una aplicación Web cuyo propósito es identificar, representar y almacenar                                                                                                                                                                                                                                                                 señales enmarcadas En los ejes cartesianos, dentro de una base de Datos así mismo el origen de Datos puede ser una imagen En                                                                                                                                                                                                                                                                 formato JPEG o archivos de texto con Datos En formato de pares ordenados",Estructura de datos; análisis de algoritmos; análisis y reconocimiento de señales; reconocimiento de patrones y análisis de imágenes.,"Extraer información de imágenes 2D o archivos de datos de pares ordenados de coordenadas en el plano cartesiano, para reconocer patrones dentro de éstas para después almacenarlas y posteriormente poder compararlas y determinar su similitud. Objetivos secundarios  Desarrollar un módulo para lectura de imágenes JPEG o archivos de datos, que limpie y mantenga solo datos relevantes para su caracterización  Desarrollar un módulo para adelgazar los gráficos a su parte valiosa.  Diseñar un algoritmo para representar patrones en una señal, que puedan ser almacenadas en base de datos o un archivo  Desarrollar un módulo para comparar una imagen o datos contra las almacenadas.  Desarrollar reporte técnico y manual del usuario.  En carácter de tentativo, seria caracterizar objetos 3D, por ejemplo, imágenes de hélices de turbinas.",ramírez romero tonahtiu arturo,,davalos lópez josé carlos,rueda meléndez josé marco antonio,puebla lomas jaime hugo
2018-B066,Sistema de monitoreo de presion arterial y pulso cardiaco para apoyo a pacientes de la tercera edad con padecimientos de sobrepeso y obesidad,"alcántara méndez jesús alberto, aragón garcía maribel","La problemática existente en México de sobrepeso u obesidad¹ y la tendencia poblacional próxima a la tercera edad representa un reto en la salud pública del país, por consiguiente, Yolistli² nace como una propuesta para contribuir al bienestar poblacional a través de un sistema de monitoreo que busca medir dos signos vitales (presión arterial y pulso cardíaco³), el sistema contempla tres utilidades prácticas, la primera conlleva proporcionar información confiable a través del registro preciso de la actividad del paciente que posibilita al profesional médico un diagnóstico del comportamiento del padecimiento, la segunda, implica el acompañamiento familiar a través apoyo informacional y notificaciones, por último contempla implementación de una llamada de emergencia para canalizar la atención del paciente con niveles fuera de rangos establecidos","Monitoreo, presión arterial, pulso cardiaco, signo vital.","Desarrollar un sistema de monitoreo de dos signos vitales (pulso cardíaco y presión arterial), con una precisión mínima del 80%.",alcántara méndez alberto jesús,aragón garcia maribel,martínez guerrero josé alfredo,moreno cervantes axel ernesto,yllanes mejia bernardo
2018-B067,Sistema de gestión de la información en los Cursos Extracurriculares de lenguas Extrangeras de la escuela superior de cómputo,"reyna elia melara abarca, josé antonio ortiz ramirez","El siguiente Protocolo de Trabajo Terminal presenta un sistema de información web el cual permita gestionar la información que se posee de los alumnos (estudiantes de la Ingeniería en Sistemas Computacionales (ISC), comunidad del Instituto Politécnico Nacional (IPN) y comunidad externa) que están inscritos en los Cursos Extracurriculares de Lenguas Extranjeras (CELEX) de la Escuela Superior de Cómputo (ESCOM), de manera que esta información pueda ser consultada por los usuarios y así mismo pueda ser manipulada por parte del(los) profesor(es) y administrador(es)","Aplicación Web, Bases de datos, Ingeniería de Software.","Implementar un sistema de información que permita a los alumnos del CELEX de la Escuela Superior de Cómputo: registrar su inscripción o reinscripción, según sea el caso, consultar información (tal como calificaciones, horarios, profesores asignados en los distintos niveles), que permita a los profesores: ingresar a su cuenta, tomar asistencia, registrar las evaluaciones de los alumnos en determinado grupo, y que permita a los administradores: registro de profesores, crear grupos, asignar profesores a grupos, realizar inscripciones o reinscripciones de alumnos en los distintos grupos.",melara abarca reyna elia,ortiz ramírez josé antonio,ocampo botello fabiola,medina mejía virginia,moreno cervantes axel ernesto
2018-B069,Aplicación móvil para cifrar archivos de texto y compartrlo haciendo uso edl Screet Sharing,"hernández olvera luis enrique, bautista rosales sandra ivette","Mediante una aplicación móvil dedicada al SO (sistema operativo) Android se busca el hacer uso de un esquema del secret sharing para poder compartir archivos cifrados entre las personas de un grupo de trabajo, de una forma en que, si una persona requiere que el archivo sea descifrado, todos los demás participantes tendrán que compartir la llave para que la persona pueda tener el archivo descifrado","Cifrado, Conectividad movil, Conectividad NFC, Desarrollo móvil, Secret shar","Objetivo general Desarrollar una aplicación móvil para cifrar archivos de texto y compartirlos haciendo uso del  Secret Sharing con el fin de descentralizar la custodia de la llave.  Objetivos particulares Investigar el proceso de conexión entre dos dispositivos Android mediante NFC.  Realizar un análisis de algunos de los esquemas del Secret Sharing para conocer cuál es  conveniente implementar.  Investigar el método de cifrado a utilizar, así como la implementación para el dispositivo  móvil.",hernández olvera luis enrique,bautista rosales sandra ivette,carreto arellano chadwick,montes casiano hermes francisco,cortez duarte nidia asunción
2018-B072,Sistema generador de perfil personalidad enfocado a usuarios de twitter,"cruz torres benjamín, morales güitrón sandra luz",En el presente proyecto se desarrollará un sistema para determinar el perfil de personalidad de una persona mediante el análisis de la información de su cuenta de Twitter por medio de técnicas de procesamiento de lenguaje natural y aprendizaje automático Dichas técnicas se usarán en publicaciones (tweets) del usuario y el resultado de esta aplicación servirá como auxiliar a la identificación de rasgos generales de la personalidad de una persona y sus áreas de interés general,"Natural Language Processing, Machine Learning, Personality traits.","General Desarrollar un sistema que, mediante técnicas propias del lenguaje natural, machine learnin y técnicas comprobadas de evaluación de perfil de personalidad, determine dicho perfil de personalidad de una persona reflejada a través de la recopilación, análisis y manejo de datos de su actividad dentro de la red social Twitter como usuario. Específicos Tomar en consideración para el análisis y creación de dichos perfiles del usuario la siguiente actividad dentro de la red social: forma de expresarse, de escribir y significado de sus tweets, opiniones, cuentas que lo siguen y cuentas a las que sigue, tipo de contenido que comparte (multimedia, retweets o tweets marcados como favoritos), postura ante un tema o situación en particular, p.., tweets que hacen referencia a un trending topic (tema de conversación popular y con un número de menciones considerablemente grande en determinado momento) o hashtag (palabra clave precedida por un ""#"" que hace de la búsqueda de tópicos populares una tarea más fácil), menciones a otras cuentas, tweets que lo mencionan y descripción de su cuenta. Dirigir esta aplicación a usuarios que deseen saber con qué tipo de usuarios se están relacionando, evitando posibles riesgos que impliquen continuar con dicha interacción o sencillamente porque se quiso conocer más del usuario analizado en cuestión; por otro lado, la aplicación puede fungir como complemento del examen psicométrico realizado en empresas a aspirantes a un puesto o aplicantes, además de proporcionar más detalles sobre ideologías, posturas o actitudes del candidato mediante su cuenta en Twitter.",cruz torres benjamín,morales güitrón sandra luz,ferrer tenorio jorge,lopéz ruiz gabriela de jesús,moreno armendáriz marco antonio
2018-B073,Sistema de apoyo para el tratamiento de medicina homeopática en padecimientos del sistema respiratorio,"botello castillo alejandro, ruiz ledesma elena fabiola.","En el diagnóstico de problemas de salud, asì como su tratamiento, siempre es requerida médico No obstante, para los estudiantes de medicina homeopática, representa un reto aprender la Homeopática, conocer las características de los medicamentos y proporcionar un tratamiento adecuado a padecimientos del sistema respiratorio La propuesta presentada, expone el desarrollo de un sistema de recomendación de medicamentos basado en materia Médica Homeopática; para ayudar a los que inician en su carrera en éste campo, en la prescripción de medicamentos homeopáticos, basado en aprendizaje de máquina (Machine Learning), en particular del Algoritmo de Reglas de Asociación, y facilitar una mejor comprensión","Machine Learning, Medicina homeopática, Sistemas recomendadores.","Objetivos Con el propósito de lograr la propuesta de solución, se determinan los objetivos necesarios.  Objetivo General Desarrollar un sistema de información de apoyo para el estudio de los medicamentos y su  abordaje en el tratamiento de padecimientos del sistema respiratorio; basado en principios  básicos de Medicina Homeopática y en técnicas de Machine Learning, dirigido a estudiantes  de Medicina Homeopática.  Objetivos Particulares  Documentar los principios básicos de la medicina homeopática para definir las  características principales de los medicamentos homeopáticos más utilizados en los  padecimientos del sistema respiratorio.  Analizar la sintomatología de los pacientes y características de medicamentos  homeopáticos para proponer el algoritmo de recomendación de tratamiento más  adecuado.  Desarrollar el algoritmo de apoyo al tratamiento, basado en técnicas de Machine Learning, mediante el algoritmo de Reglas de Asociación.  Desarrollar un sistema de información, orientado a un ambiente Web, con una interfaz  gráfica que permita a los estudiantes de Medicina Homeopática el aprendizaje  significativo de los medicamentos homeopático",botello castillo alejandro,ruíz ledesma elena fabiola,ocotitla rojas nancy,mújica ascencio césar,viveros vela karina
2018-B075,Sistema de apoyo para la determinación de patrones en el comportamiento de personas con tendencias suicidas,"ocampo botello fabiola, melara abarca reyna elia","Se propone realizar un sistema web para detectar un patrón con base en las características que jene una persona suicida, mediante  algoritmos de minería de datos Estas características distintivas formarán un referente que podrá ser utilizado en análisis  posteriores para conocer la probabilidad de presencia del fenómeno en nuevos sujetos","Bases de Datos, Minería de Datos, Suicidio, Estadística Inferencial.","Objetivos Objetivo general Desarrollar un sistema web de apoyo para detectar comportamientos relacionados a  personas con tendencias suicidas, con base en las características almacenadas en un  banco de datos histórico para obtener indicadores que ayuden a un especialista a dar  recomendaciones. Objetivos particulares  Implementar un algoritmo de minería de datos para la obtención de los indicadores  más influyentes.   Gestionar a los pacientes del especialista para la aplicación de cuestionarios e interpretación de los mismos.  Generar un reporte con base en los resultados obtenidos de los pacientes, para  que el especialista dé recomendaciones",ocampo botello fabiola,melara abarca reyna elia,hernández garcía rosa alba,cruz torres benjamín,juárez ramírez jazmín adriana
2018-B076,Prototipo de aplicación móvil para el reporte de emergencias en el municipio de Naucalpan de Juárez,"agustin dominguez verónica, moreno cervantes axel ernesto","Se desarrollará un prototipo de aplicación móvil que permita a los ciudadanos reportar emergencias al Centro de Control, Comando, Comunicaciones y Cómputo (C4) del municipio de Naucalpan de Juárez en el Estado de México Se complementará con una aplicación web diseñada para el personal encargado de atender los reportes de los ciudadanos Actualmente se cuenta con una aplicación (""C4-24"") que permite levantar reportes por medio de un chat o realizar la llamada telefónica al C4 Nuestra propuesta pretende agilizar para el ciudadano el reporte de una emergencia y proporcionar una plataforma adecuada para el seguimiento esta desde el C4","Aplicación Móvil, Base de Datos, Ingeniería de Software, Reporte de emergencias.","Desarrollar un prototipo de aplicación móvil para los ciudadanos del municipio de Naucalpan de Juárez, de manera que se comunique con una aplicación web para los operadores del C4 con el fin de mejorar la atención en cuanto a la respuesta a emergencias. Los objetivos específicos son:  Desarrollar un prototipo de aplicación móvil que permita el acceso a llamadas telefónicas y localización GPS para las solicitudes de ambulancias o patrullas u otras emergencias ciudadanas. Desarrollar un módulo en la aplicación móvil que solicite y registre los datos del ciudadano en una base de datos para dar una atención personalizada con la debida protección de datos personales. Desarrollar un módulo en la aplicación móvil con la función de ""botón de emergencia"" para enviar un reporte de emergencia a las autoridades en una situación en la que el ciudadano no puede realizar la llamada o escribir los detalles de su emergencia. Desarrollar un módulo en la aplicación móvil para el registro de contactos de emergencia. Desarrollar una aplicación web que reciba los reportes generados por los usuarios de la aplicación móvil y donde puedan consultarse reportes a partir de la información recolectada en la base de datos.",agustin dominguez verónica,moreno cervantes axel ernesto,enríquez zárate josé asunción,cordero lópez martha rosa,yllanes mejia bernardo
2018-B079,Agenda de actividades distribuidas,coronilla contreras ukranio,"Actualmente existen distintas formas de llevar un control en las actividades en equipo, sin erHORAge, estal indon eficaces en la organización y comunicación de un grupo de trabajo, causando deficiencias en el desarrollo En este documento se propone una aplicación móvil con características de una agenda, la cual le permite crear un grupo al que se le notificará si el administrador ha agregado una nueva tarea o autorizado una propuesta de cualquier otro miembro El soporte de la aplicación será mediante un sistema distribuido, donde cada usuario representa un agente que interactúa en la red y una API como sistema central","aplicación móvil, sistema distribuido, API, Administración.                                                                                                                                                                                                                                                               Agenda de actividades distribuida","Implementar una agenda distribuida que permita la organización de un grupo de personas con una meta en común, la cuál notifique a todos los miembros del sistema distribuido sobre una actualización, o algún pendiente que exista en una actividad asignada por el administrador del grupo.  Objetivos específicos Permite enviar notificaciones a todos los miembros de un grupo de trabajo sobre cualquier cambio en una actividad. Compartir archivos entre miembros de un grupo de trabajo. Coordinación de Eventos",coronilla contreras ukranio,,montes casiano hermes francisco,jimenez benitez josé alfredo,cruz torres benjamín
2018-B082,Aplicación móvil de apoyo como guía en el recorrido dentro de un museo para personas con Hipoacusia,"maribel aragón garcía, olga kolesnikova","Consiste  en  el  desarrollo  de  una  aplicación móvil que traduzca textos de español a  Lengua  de  Señas  Mexicana  (LSM)  con  la  finalidad  de  apoyar  la  inclusión  cultural  de  personas  con  discapacidad  auditiva  que  utilicen  como único medio de comunicación la LSM La  aplicación  realizará  consultas  de  la  información  de  un  mural,  mediante  el  escaneo  del  QR,  se  visualizará la animación relatando la información  alusiva al mural","Aplicación móvil, Lenguaje a señas, Procesamiento de lenguaje natural.","Objetivo general Desarrollar una aplicación móvil que traduzca del español a la Lengua de Señas Mexicana (LSM)  la interpretación del mural de Diego Rivera “el hombre controlador del universo”, con la finalidad  de apoyar la inclusión cultural de personas con hipoacusia severa y sordera. Objetivos específicos 1 Crear la aplicación de prueba que traduzca del español a la LSM un mural,  utilizando como apoyo a la traducción el uso de animaciones, accediendo al mural seleccionado escaneando un código QR.  2 Realizar un conjunto de entrenamiento con lenguaje intermedio. 3 Definir un conjunto de entrenamiento acorde al conjunto de salida que  deseamos obtener, dado el contexto particular de la interpretación del mural que  se va a traducir.  4 Diseñar animaciones semejantes al movimiento mostrado en el diccionario  de la LSM. 5 Entrenar a la red neuronal con el conjunto de entrenamiento final para poder  obtener la traducción de español a LSM.",aragón garcia maribel,kolesnikova olga,suárez castañon miguel santiago,aguilar garcía rafael,botello castillo alejandro
2018-B085,Aplicación Web pra e seguimiento del aprendizaje en los alumnos de 4° de primaria en la asignatura de Matemáticas: Número Decimal,"pérez vera monserrat gabriela, peredo valderrama rubén","El presente documento expone el desarrollo de una aplicación web para dar seguimiento del aprendizaje en los alumnos de 4° grado de primaria en el tema ""números decimales"", de la asignatura Matemáticas, la propuesta busca desarrollar una herramienta que permita crear materiales didácticos multimedia interactivos especializados para número decimales, que faciliten al profesor la creación de los materiales de apoyo para la enseñanza y el seguimiento de los avances de los alumnos, la herramienta de apoyo registrará los avances de los estudiantes de manera automática, para que el profesor pueda darle seguimiento a los casos que él considere más adecuados","Aplicación Web, Educación primaria, números decimales.","Desarrollar una herramienta para el seguimiento por parte del profesor, al aprendizaje de los alumnos de cuarto grado de primaria en la asignatura de Matemáticas, en el tema de números decimales, mediante la opción de integrar materiales multimedia de apoyo.",pérez vera monserrat gabriela,peredo valderrama rubén,viveros vela karina,ferrer tenorio jorge,ocampo botello fabiola
2018-B086,Sistema gestor de dispositivos móviles por módulos,ukranio coronilla contreras,"El uso generalizado de los dispositivos móviles en el ámbito empresarial ha permitido nuevos niveles de productividad, flexibilidad y movilidad Las organizaciones consideran que el mantener un alto nivel de seguridad y gestión son de los objetivos más importantes cuando se habla de movilidad El objetivo del presente trabajo terminal es ofrecer un sistema que permita gestionar el uso de los dispositivos móviles en el ámbito empresarial","Desarrollo de Aplicaciones Móviles, Desarrollo de Aplicaciones Web, Sistemas Distribuidos.","Objetivos Objetivo General Desarrollar un sistema gestor de dispositivos móviles Android, para las empresas que hacen uso  de estos equipos en sus actividades laborales. Desarrollando una plataforma capaz de integrar  funcionalidad con un esquema modular personalizado. Objetivos Específicos  Desarrollar una plataforma web compuesta por un servidor modular encargado de la  gestión y control de los dispositivos móviles.  Desarrollar una plataforma móvil para el control remoto a nivel sistema para los  dispositivos móviles.  Desarrollar el módulo de Geolocalización.   Desarrollar el módulo de Gestión de aplicaciones  Desarrollar el módulo de Gestión de Archivos  Desarrollar el módulo de Generador de Reportes",coronilla contreras ukranio,,cancino mosqueda odette berenice,torres gonzález enrique,henestrosa carrasco leticia
2018-B087,Modelo de generador eólico vertical usando redes neuronales,"suárez castañón miguel santiago, moreno armendáriz marco antonio","Partiendo de la problemática de la producción de energía en las ciudades y las limitantes existentes en los modelos usados para diseño de generadores-eólicos de eje vertical, este proyecto se enfoca en el desarrollo de un modelo de caja negra usando redes neuronales a partir de los datos obtenidos de un prototipo Para esto, es necesaria la construcción e instrumentación de dicho prototipo, para después realizar el entrenamiento de una red neuronal Como caso de estudio se elige la Ciudad de México, en donde se recolectarán los datos, dando así origen al modelo","Instrumentación, Inteligencia Artificial, Reconocimiento de Patrones, Redes Neuronales.","General Obtener un modelo de caja negra para un generador eólico vertical, mediante el uso de una red neuronal entrenada con datos reales obtenidos mediante mediciones realizadas a un generador prototipo. Redes neuronales Construir el generador prototipo. Analizar los parámetros a medir por el prototipo. Instrumentar sensores para la medición de viento, rotación y otros. Obtener un conjunto de datos a partir de los sensores colocados en el prototipo. Diseñar una red neuronal para modelar el comportamiento del generador y la relación entre la geometria y su desempeño. Entrenar la red neuronal para obtener el modelo descrito anteriormente.",suárez castañon miguel santiago,moreno armendáriz marco antonio,chávez lima eduardo,davalos lópez josé carlos,almazán farfán rocío
2018-B089,Prototipo de robots colaborativos para el apoyo de limpieza de piscinas,"rubén galicia mejía, luz noé oliva moreno","Cada  día  los  robots  participan  más  en  diferentes áreas de la vida de las personas, una de estas  áreas es el trabajo doméstico que lo hacen más fácil Este  artículo describe cómo a través de un sistema distribuido,  los robots acuáticos pueden brindar apoyo en la limpieza  superficial  de  piscinas  donde  la  carga  de  trabajo  se  distribuye  entre  todos  los  robots  emparejados  con  un  servidor  para  disminuir  el  tiempo  de  ejecución  Estos  robots  compuestos  de acrílico  como esqueleto  y  acetato  de  etileno  y  vinilo  utilizados  para  flotar,  mantienen  la  comunicación  entre  ellos  y  un  servidor  por  medio  de  enchufes  de  multidifusión  Tres  motores,  un  sensor  ultrasónico y  un  magnetómetro  por  prototipo  permiten  que puedan hacer una ruta y al mismo tiempo recoger la  suciedad superficial de las piscinas en una malla","robot acuático, sistema embebido, sockets multicast.","Objetivos Objetivo general Desarrollar un prototipo de robot semi autónomo con el propósito de apoyar en la limpieza  superficial de piscinas estándar, usando sistemas embebidos que puedan lograr la  comunicación con un servidor, desplazamiento, alimentación de su batería mediante energía  solar y la recolección de algunos tipos basura.  Objetivos particulares Desarrollar un prototipo de robot que se desplace por la superficie de albercas  mediante señales emitidas y recibidas por medio de sensores.  Desarrollar un prototipo de robot que sea capaz de recolectar algunos tipos de basura  que se encuentre en albercas.  Implementar un dispositivo electrónico para captar energía solar que transmita carga  eléctrica a la batería del prototipo.  Comunicar el prototipo con el servidor para poder realizar una tarea específica con el  algoritmo implementado.  Desarrollar el algoritmo que será requerido en el prototipo.",galicia mejia rubén,luz noe oliva moreno,martinez díaz juan carlos,vega garcía nayeli,pescador rojas miriam
2018-B091,Laboratorio virtual de convolución,"peredo valderrama rubén, torres manríquez juan josé","Se desea desarrollar un Laboratorio Virtual como herramienta de apoyo en el estudio de la Convolución de Señales bajo el paradigma de Educación Basada en Web en el que el usuario pueda practicar sus conocimientos en esta técnica, basándose en ejemplos visuales multimedia interactivos, para la elaboración de ejercicios, así como secciones explicativas e informativas para que estudiantes, e incluso profesores, puedan poner a prueba su conocimiento respecto al tema, accesando a la aplicación Web desde cualquier lugar a cualquier hora, siempre y cuando se tenga una conexión a la Internet/Web","Convolución, desarrollo de aplicaciones Web, ingeniería de software, tecnologías para la Web.","Desarrollar un Laboratorio Virtual de Convolución bajo el paradigma de Educación basada en Web que sirva como herramienta de apoyo para el estudio del tema, tanto para estudiantes, como para profesores, mediante ejercicios multimedia interactivos especializados, que permitan agregar un elemento práctico para los estudiantes. Desarrollo del área de estudio sobre el tema de Suma de Convolución. Desarrollo del área de estudio sobre la Integral de Convolución. Módulo de Login. Módulo de altas, bajas y cambios de usuarios y grupos. Módulo de ejercicios multimedia interactivos. Módulo de evaluación. El sistema funcionará bajo el paradigma de Educación Basada en Web, con las ventajas y desventajas que posee. Se espera desarrollar una aplicación Web ordenada y mantenible haciendo uso del patrón de diseño Modelo Vista controlador (MVC, por sus siglas en inglés).",peredo valderrama rubén,torres manríquez juan josé,mújica ascencio césar,arzate gordillo jacqueline,puebla lomas jaime hugo
2018-B093,Sistema móvil de apoyo para el cuidado y atención de mascotas,"guzmán flores jessie paulina, rolando quintero téllez","El presente trabajo terminal consiste en desarrollar un sistema móvil, donde se concentra la información básica de una mascota doméstica común, las cuales pueden ser perros y/o gatos, etcétera, en forma de un registro de cartilla estandarizada e historial clínico, a través del cual se pueden brindar alertas y notificaciones específicas para cada animal, ayudando así al cuidado y mejorando su calidad de vida, además de la posibilidad de recomendar y consultar las opiniones realizadas por otros usuarios acerca de los servicios veterinarios registrados en el sistema","Aplicación móvil, Cartilla estandarizada, Geolocalización, Historial clínico, Mascotas, Veterinarios.","Objetivo General Desarrollar un prototipo de sistema móvil, con el cual se instruya a los dueños de mascotas domésticas comunes habitantes de la Ciudad de México, en el cuidado y atención que requieren, por medio de alertas y textos informativos, con base a un algoritmo de filtración de acuerdo a los rasgos particulares de cada animal, además de brindar la posibilidad de localizar veterinarios, con ayuda de la geolocalización del dispositivo móvil. . Objetivos Específicos Diseñar e implementar un módulo para el registro e inicio de sesión de usuarios y la creación de perfiles para cada una de sus mascotas. Diseñar e implementar un algoritmo que permita el filtrado de información y notificaciones ofrecidas hacia el usuario con base a los rasgos particulares de la mascota, su historial clínico y la geolocalización del dispositivo móvil. Diseñar e implementar un módulo para el registro de calificaciones y opiniones de los servicios veterinarios para que puedan ser consultados por otros usuarios interesados.",guzmán flores jessie paulina,rolando quintero téllez,yllanes mejia bernardo,vélez saldaña ulises,suárez castañon miguel santiago
